2017-09-26 23:01:30.0598 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-09-26 23:09:41.8564 |  Info | Program | Terminating... 
2017-09-26 23:12:52.3768 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-09-26 23:12:52.4288 |  Info | Program |   Interface:         0.0.0.0 
2017-09-26 23:12:52.4288 |  Info | Program |   Port:                 4499 
2017-09-26 23:12:52.4288 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-09-26 23:12:52.4434 |  Info | Program |   FQDN:                      
2017-09-26 23:12:52.4434 |  Info | Program |   Players:                50 
2017-09-26 23:12:52.4434 |  Info | Program |   Announce:            False 
2017-09-26 23:12:52.4434 |  Info | Program | Starting... 
2017-09-26 23:12:52.8046 |  Info | GameServer | Loading resources... 
2017-09-26 23:12:52.8548 |  Info | GameServer | Starting evorp 
2017-09-26 23:14:25.5405 |  Info | GameServer | Resource evorp started. 
2017-09-26 23:14:25.5405 |  Info | Program | Started! Waiting for connections. 
2017-09-26 23:17:17.4167 |  Info | GameServer | Initiating connection: [185.22.143.39:53992] 
2017-09-26 23:17:17.6806 |  Info | GameServer | Processing connection: James-Newton (James) [185.22.143.39] 
2017-09-26 23:17:18.0202 |  Info | GameServer | Connection established: James-Newton (James) [185.22.143.39] 
2017-09-26 23:18:58.4263 |  Info | GameServer | Player disconnected: James-Newton (James) [185.22.143.39], reason: Quit 
2017-09-26 23:29:50.7916 |  Info | Program | Terminating... 
2017-09-26 23:29:50.8046 |  Info | GameServer | Stopping evorp 
2017-09-26 23:29:50.9150 |  Info | GameServer | Stopped evorp. 
2017-09-26 23:30:03.9148 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-09-26 23:30:03.9645 |  Info | Program |   Interface:         0.0.0.0 
2017-09-26 23:30:03.9645 |  Info | Program |   Port:                 4499 
2017-09-26 23:30:03.9740 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-09-26 23:30:03.9740 |  Info | Program |   FQDN:                      
2017-09-26 23:30:03.9740 |  Info | Program |   Players:                50 
2017-09-26 23:30:03.9740 |  Info | Program |   Announce:            False 
2017-09-26 23:30:03.9915 |  Info | Program | Starting... 
2017-09-26 23:30:04.3498 |  Info | GameServer | Loading resources... 
2017-09-26 23:30:04.4085 |  Info | GameServer | Starting evorp 
2017-09-26 23:30:16.6953 |  Info | Program | Terminating... 
2017-09-27 00:11:32.8024 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-09-27 00:11:32.8546 |  Info | Program |   Interface:         0.0.0.0 
2017-09-27 00:11:32.8546 |  Info | Program |   Port:                 4499 
2017-09-27 00:11:32.8671 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-09-27 00:11:32.8671 |  Info | Program |   FQDN:                      
2017-09-27 00:11:32.8671 |  Info | Program |   Players:                50 
2017-09-27 00:11:32.8842 |  Info | Program |   Announce:            False 
2017-09-27 00:11:32.8842 |  Info | Program | Starting... 
2017-09-27 00:11:33.2589 |  Info | GameServer | Loading resources... 
2017-09-27 00:11:33.3192 |  Info | GameServer | Starting evorp 
2017-09-27 00:15:24.8274 |  Info | Program | Terminating... 
2017-09-27 00:16:37.9260 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-09-27 00:16:37.9747 |  Info | Program |   Interface:         0.0.0.0 
2017-09-27 00:16:37.9747 |  Info | Program |   Port:                 4499 
2017-09-27 00:16:37.9747 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-09-27 00:16:37.9747 |  Info | Program |   FQDN:                      
2017-09-27 00:16:37.9927 |  Info | Program |   Players:                50 
2017-09-27 00:16:37.9927 |  Info | Program |   Announce:            False 
2017-09-27 00:16:37.9927 |  Info | Program | Starting... 
2017-09-27 00:16:38.3665 |  Info | GameServer | Loading resources... 
2017-09-27 00:16:38.4277 |  Info | GameServer | Starting evorp 
2017-09-27 00:17:00.6750 |  Info | Program | Terminating... 
2017-09-27 00:17:59.4212 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-09-27 00:17:59.4794 |  Info | Program |   Interface:         0.0.0.0 
2017-09-27 00:17:59.4794 |  Info | Program |   Port:                 4499 
2017-09-27 00:17:59.4794 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-09-27 00:17:59.4949 |  Info | Program |   FQDN:                      
2017-09-27 00:17:59.4949 |  Info | Program |   Players:                50 
2017-09-27 00:17:59.4949 |  Info | Program |   Announce:            False 
2017-09-27 00:17:59.5095 |  Info | Program | Starting... 
2017-09-27 00:17:59.8541 |  Info | GameServer | Loading resources... 
2017-09-27 00:17:59.9098 |  Info | GameServer | Starting evorp 
2017-09-27 00:18:09.1142 |  Info | GameServer | Resource evorp started. 
2017-09-27 00:18:09.1142 |  Info | Program | Started! Waiting for connections. 
2017-09-27 00:18:12.5078 |  Info | GameServer | Initiating connection: [185.22.143.39:53992] 
2017-09-27 00:18:13.1108 |  Info | GameServer | Processing connection: James-Newton (James) [185.22.143.39] 
2017-09-27 00:18:13.8779 |  Info | GameServer | Connection established: James-Newton (James) [185.22.143.39] 
2017-09-27 00:18:49.2349 |  Info | GameServer | Player disconnected: James-Newton (James) [185.22.143.39], reason: Quit 
2017-09-27 00:21:53.0346 |  Info | Program | Terminating... 
2017-09-27 00:21:53.0502 |  Info | GameServer | Stopping evorp 
2017-09-27 00:21:53.1611 |  Info | GameServer | Stopped evorp. 
2017-09-27 00:22:58.8850 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-09-27 00:22:58.9347 |  Info | Program |   Interface:         0.0.0.0 
2017-09-27 00:22:58.9347 |  Info | Program |   Port:                 4499 
2017-09-27 00:22:58.9437 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-09-27 00:22:58.9437 |  Info | Program |   FQDN:                      
2017-09-27 00:22:58.9437 |  Info | Program |   Players:                50 
2017-09-27 00:22:58.9593 |  Info | Program |   Announce:            False 
2017-09-27 00:22:58.9593 |  Info | Program | Starting... 
2017-09-27 00:22:59.3160 |  Info | GameServer | Loading resources... 
2017-09-27 00:22:59.3827 |  Info | GameServer | Starting evorp 
2017-09-27 00:23:11.9320 |  Info | GameServer | Resource evorp started. 
2017-09-27 00:23:12.2209 |  Info | Program | Started! Waiting for connections. 
2017-09-27 00:23:13.5710 |  Info | GameServer | Initiating connection: [185.22.143.39:53992] 
2017-09-27 00:23:13.8099 |  Info | GameServer | Processing connection: James-Newton (James) [185.22.143.39] 
2017-09-27 00:23:14.1515 |  Info | GameServer | Connection established: James-Newton (James) [185.22.143.39] 
2017-09-27 00:23:47.1796 |  Info | GameServer | Player disconnected: James-Newton (James) [185.22.143.39], reason: Quit 
2017-09-27 00:26:45.5388 |  Info | Program | Terminating... 
2017-09-27 00:32:04.8005 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-09-27 00:32:04.8512 |  Info | Program |   Interface:         0.0.0.0 
2017-09-27 00:32:04.8512 |  Info | Program |   Port:                 4499 
2017-09-27 00:32:04.8512 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-09-27 00:32:04.8658 |  Info | Program |   FQDN:                      
2017-09-27 00:32:04.8658 |  Info | Program |   Players:                50 
2017-09-27 00:32:04.8658 |  Info | Program |   Announce:            False 
2017-09-27 00:32:04.8658 |  Info | Program | Starting... 
2017-09-27 00:32:05.2230 |  Info | GameServer | Loading resources... 
2017-09-27 00:32:05.2877 |  Info | GameServer | Starting evorp 
2017-09-27 00:32:15.1563 |  Info | GameServer | Resource evorp started. 
2017-09-27 00:32:15.3690 |  Info | Program | Started! Waiting for connections. 
2017-09-27 00:32:17.6463 |  Info | GameServer | Initiating connection: [185.22.143.39:53992] 
2017-09-27 00:32:17.8921 |  Info | GameServer | Processing connection: James-Newton (James) [185.22.143.39] 
2017-09-27 00:32:18.2438 |  Info | GameServer | Connection established: James-Newton (James) [185.22.143.39] 
2017-09-27 00:32:37.2918 |  Info | GameServer | <James> test 
2017-09-27 00:32:59.2867 |  Info | GameServer | <James> leck mich  
2017-09-27 00:34:08.6112 |  Info | GameServer | Player disconnected: James-Newton (James) [185.22.143.39], reason: Quit 
2017-09-27 00:34:16.7770 |  Info | Program | Terminating... 
2017-09-27 00:34:16.7896 |  Info | GameServer | Stopping evorp 
2017-09-27 00:34:16.8999 |  Info | GameServer | Stopped evorp. 
2017-10-14 03:58:24.7226 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 03:58:24.7718 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 03:58:24.7718 |  Info | Program |   Port:                 4499 
2017-10-14 03:58:24.7718 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 03:58:24.7874 |  Info | Program |   FQDN:                      
2017-10-14 03:58:24.7874 |  Info | Program |   Players:                50 
2017-10-14 03:58:24.7874 |  Info | Program |   Announce:            False 
2017-10-14 03:58:24.8034 |  Info | Program | Starting... 
2017-10-14 03:58:25.7692 |  Info | GameServer | Loading resources... 
2017-10-14 03:58:25.8721 |  Info | GameServer | Starting evorp 
2017-10-14 03:58:31.1897 |  Info | Program | Terminating... 
2017-10-14 04:14:50.5003 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:14:50.5545 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 04:14:50.5545 |  Info | Program |   Port:                 4499 
2017-10-14 04:14:50.5700 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 04:14:50.5700 |  Info | Program |   FQDN:                      
2017-10-14 04:14:50.5801 |  Info | Program |   Players:                50 
2017-10-14 04:14:50.5801 |  Info | Program |   Announce:            False 
2017-10-14 04:14:50.5801 |  Info | Program | Starting... 
2017-10-14 04:14:50.6001 | Fatal | Program | ERROR: Necessary "resources" folder does not exist! 
2017-10-14 04:14:55.9905 |  Info | Program | Terminating... 
2017-10-14 04:16:15.7153 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:16:15.7675 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 04:16:15.7675 |  Info | Program |   Port:                 4499 
2017-10-14 04:16:15.7675 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 04:16:15.7851 |  Info | Program |   FQDN:                      
2017-10-14 04:16:15.7851 |  Info | Program |   Players:                50 
2017-10-14 04:16:15.7996 |  Info | Program |   Announce:            False 
2017-10-14 04:16:15.7996 |  Info | Program | Starting... 
2017-10-14 04:16:16.1904 |  Info | GameServer | Loading resources... 
2017-10-14 04:16:16.2582 |  Info | GameServer | Starting evorp 
2017-10-14 04:17:46.7151 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:17:46.7632 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 04:17:46.7688 |  Info | Program |   Port:                 4499 
2017-10-14 04:17:46.7688 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 04:17:46.7688 |  Info | Program |   FQDN:                      
2017-10-14 04:17:46.7833 |  Info | Program |   Players:                50 
2017-10-14 04:17:46.7833 |  Info | Program |   Announce:            False 
2017-10-14 04:17:46.7833 |  Info | Program | Starting... 
2017-10-14 04:17:47.1736 |  Info | GameServer | Loading resources... 
2017-10-14 04:17:47.2344 |  Info | GameServer | Starting evorp 
2017-10-14 04:18:23.4759 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:18:23.5266 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 04:18:23.5346 |  Info | Program |   Port:                 4499 
2017-10-14 04:18:23.5346 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 04:18:23.5346 |  Info | Program |   FQDN:                      
2017-10-14 04:18:23.5512 |  Info | Program |   Players:                50 
2017-10-14 04:18:23.5512 |  Info | Program |   Announce:            False 
2017-10-14 04:18:23.5512 |  Info | Program | Starting... 
2017-10-14 04:18:23.9059 |  Info | GameServer | Loading resources... 
2017-10-14 04:18:23.9656 |  Info | GameServer | Starting evorp 
2017-10-14 04:23:41.8350 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:23:41.8821 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 04:23:41.8821 |  Info | Program |   Port:                 4499 
2017-10-14 04:23:41.8917 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 04:23:41.8917 |  Info | Program |   FQDN:                      
2017-10-14 04:23:41.8917 |  Info | Program |   Players:                50 
2017-10-14 04:23:41.9087 |  Info | Program |   Announce:            False 
2017-10-14 04:23:41.9087 |  Info | Program | Starting... 
2017-10-14 04:23:42.2775 |  Info | GameServer | Loading resources... 
2017-10-14 04:23:42.3412 |  Info | GameServer | Starting evorp 
2017-10-14 04:23:46.5280 |  Info | GameServer | Resource evorp started. 
2017-10-14 04:23:46.5335 |  Info | Program | Started! Waiting for connections. 
2017-10-14 04:23:59.2468 |  Info | Program | Terminating... 
2017-10-14 04:23:59.2574 |  Info | GameServer | Stopping evorp 
2017-10-14 04:23:59.3753 |  Info | GameServer | Stopped evorp. 
2017-10-14 04:24:38.2087 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:24:38.2649 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 04:24:38.2699 |  Info | Program |   Port:                 4499 
2017-10-14 04:24:38.2699 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 04:24:38.2699 |  Info | Program |   FQDN:                      
2017-10-14 04:24:38.2834 |  Info | Program |   Players:                50 
2017-10-14 04:24:38.2834 |  Info | Program |   Announce:            False 
2017-10-14 04:24:38.2834 |  Info | Program | Starting... 
2017-10-14 04:24:38.6341 |  Info | GameServer | Loading resources... 
2017-10-14 04:24:38.7044 |  Info | GameServer | Starting evorp 
2017-10-14 04:24:42.1190 |  Info | GameServer | Resource evorp started. 
2017-10-14 04:24:42.1190 |  Info | Program | Started! Waiting for connections. 
2017-10-14 04:24:58.7989 |  Info | Program | Terminating... 
2017-10-14 04:24:58.8139 |  Info | GameServer | Stopping evorp 
2017-10-14 04:24:58.9308 |  Info | GameServer | Stopped evorp. 
2017-10-14 04:25:13.6978 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:25:13.7464 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 04:25:13.7520 |  Info | Program |   Port:                 4499 
2017-10-14 04:25:13.7520 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 04:25:13.7520 |  Info | Program |   FQDN:                      
2017-10-14 04:25:13.7675 |  Info | Program |   Players:                50 
2017-10-14 04:25:13.7675 |  Info | Program |   Announce:            False 
2017-10-14 04:25:13.7675 |  Info | Program | Starting... 
2017-10-14 04:25:14.1687 |  Info | GameServer | Loading resources... 
2017-10-14 04:25:14.8188 |  Info | GameServer | Starting evorp 
2017-10-14 04:25:21.1414 |  Info | GameServer | Resource evorp started. 
2017-10-14 04:25:21.1414 |  Info | Program | Started! Waiting for connections. 
2017-10-14 04:25:39.0870 |  Info | Program | Terminating... 
2017-10-14 04:25:39.1025 |  Info | GameServer | Stopping evorp 
2017-10-14 04:25:39.2209 |  Info | GameServer | Stopped evorp. 
2017-10-14 04:28:07.4174 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:28:07.4736 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 04:28:07.4736 |  Info | Program |   Port:                 4499 
2017-10-14 04:28:07.4857 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 04:28:07.4857 |  Info | Program |   FQDN:                      
2017-10-14 04:28:07.4857 |  Info | Program |   Players:                50 
2017-10-14 04:28:07.5042 |  Info | Program |   Announce:            False 
2017-10-14 04:28:07.5042 |  Info | Program | Starting... 
2017-10-14 04:28:07.8961 |  Info | GameServer | Loading resources... 
2017-10-14 04:28:07.9643 |  Info | GameServer | Starting evorp 
2017-10-14 04:28:13.5062 |  Info | GameServer | Resource evorp started. 
2017-10-14 04:28:13.5062 |  Info | Program | Started! Waiting for connections. 
2017-10-14 04:30:38.4915 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:30:38.5537 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 04:30:38.5537 |  Info | Program |   Port:                 4499 
2017-10-14 04:30:38.5638 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 04:30:38.5638 |  Info | Program |   FQDN:                      
2017-10-14 04:30:38.5638 |  Info | Program |   Players:                50 
2017-10-14 04:30:38.5858 |  Info | Program |   Announce:            False 
2017-10-14 04:30:38.5858 |  Info | Program | Starting... 
2017-10-14 04:30:38.9671 |  Info | GameServer | Loading resources... 
2017-10-14 04:30:39.0233 |  Info | GameServer | Starting evorp 
2017-10-14 04:30:42.7455 |  Info | GameServer | Resource evorp started. 
2017-10-14 04:30:42.7520 |  Info | Program | Started! Waiting for connections. 
2017-10-14 04:30:45.0634 |  Info | Program | Terminating... 
2017-10-14 04:30:45.0795 |  Info | GameServer | Stopping evorp 
2017-10-14 04:30:45.1979 |  Info | GameServer | Stopped evorp. 
2017-10-14 04:31:10.3070 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:31:10.3582 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 04:31:10.3647 |  Info | Program |   Port:                 4499 
2017-10-14 04:31:10.3647 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 04:31:10.3767 |  Info | Program |   FQDN:                      
2017-10-14 04:31:10.3767 |  Info | Program |   Players:                50 
2017-10-14 04:31:10.3767 |  Info | Program |   Announce:            False 
2017-10-14 04:31:10.3938 |  Info | Program | Starting... 
2017-10-14 04:31:10.7771 |  Info | GameServer | Loading resources... 
2017-10-14 04:31:10.8383 |  Info | GameServer | Starting evorp 
2017-10-14 04:31:14.2178 |  Info | GameServer | Resource evorp started. 
2017-10-14 04:31:14.2243 |  Info | Program | Started! Waiting for connections. 
2017-10-14 04:31:22.2954 |  Info | Program | Terminating... 
2017-10-14 04:31:22.3134 |  Info | GameServer | Stopping evorp 
2017-10-14 04:31:22.4308 |  Info | GameServer | Stopped evorp. 
2017-10-14 04:33:30.0035 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:33:30.0627 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 04:33:30.0692 |  Info | Program |   Port:                 4499 
2017-10-14 04:33:30.0692 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 04:33:30.0803 |  Info | Program |   FQDN:                      
2017-10-14 04:33:30.0803 |  Info | Program |   Players:                50 
2017-10-14 04:33:30.0803 |  Info | Program |   Announce:            False 
2017-10-14 04:33:30.0963 |  Info | Program | Starting... 
2017-10-14 04:33:30.4505 |  Info | GameServer | Loading resources... 
2017-10-14 04:33:30.5172 |  Info | GameServer | Starting evorp 
2017-10-14 04:33:33.9560 |  Info | GameServer | Resource evorp started. 
2017-10-14 04:33:33.9560 |  Info | Program | Started! Waiting for connections. 
2017-10-14 04:33:43.6335 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:33:43.6952 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 04:33:44.0755 |  Info | Program |   Port:                 4499 
2017-10-14 04:33:44.0815 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 04:33:44.0815 |  Info | Program |   FQDN:                      
2017-10-14 04:33:44.0815 |  Info | Program |   Players:                50 
2017-10-14 04:33:44.1001 |  Info | Program |   Announce:            False 
2017-10-14 04:33:44.1001 |  Info | Program | Starting... 
2017-10-14 04:33:45.2334 |  Info | GameServer | Loading resources... 
2017-10-14 04:33:45.2841 |  Info | GameServer | Starting evorp 
2017-10-14 04:33:48.6089 |  Info | GameServer | Resource evorp started. 
2017-10-14 04:33:48.6154 |  Info | Program | Started! Waiting for connections. 
2017-10-14 04:33:57.3718 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:33:57.4335 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 04:33:57.4390 |  Info | Program |   Port:                 4499 
2017-10-14 04:33:57.4390 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 04:33:57.4390 |  Info | Program |   FQDN:                      
2017-10-14 04:33:57.4561 |  Info | Program |   Players:                50 
2017-10-14 04:33:57.4561 |  Info | Program |   Announce:            False 
2017-10-14 04:33:57.4696 |  Info | Program | Starting... 
2017-10-14 04:33:57.8223 |  Info | GameServer | Loading resources... 
2017-10-14 04:33:57.8790 |  Info | GameServer | Starting evorp 
2017-10-14 04:33:58.1841 |  Info | Program | Terminating... 
2017-10-14 04:34:01.4532 |  Info | GameServer | Resource evorp started. 
2017-10-14 04:34:01.4597 |  Info | Program | Started! Waiting for connections. 
2017-10-14 04:34:01.4898 |  Info | GameServer | Stopping evorp 
2017-10-14 04:34:01.6092 |  Info | GameServer | Stopped evorp. 
2017-10-14 04:34:23.6460 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:34:23.6936 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 04:34:23.6936 |  Info | Program |   Port:                 4499 
2017-10-14 04:34:23.6936 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 04:34:23.7077 |  Info | Program |   FQDN:                      
2017-10-14 04:34:23.7077 |  Info | Program |   Players:                50 
2017-10-14 04:34:23.7077 |  Info | Program |   Announce:            False 
2017-10-14 04:34:23.7222 |  Info | Program | Starting... 
2017-10-14 04:34:24.0569 |  Info | GameServer | Loading resources... 
2017-10-14 04:34:24.1176 |  Info | GameServer | Starting evorp 
2017-10-14 04:34:27.5091 |  Info | GameServer | Resource evorp started. 
2017-10-14 04:34:27.5091 |  Info | Program | Started! Waiting for connections. 
2017-10-14 04:34:27.6556 |  Info | Program | Terminating... 
2017-10-14 04:34:27.6672 |  Info | GameServer | Stopping evorp 
2017-10-14 04:34:27.7836 |  Info | GameServer | Stopped evorp. 
2017-10-14 04:34:44.3952 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:34:44.4564 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 04:34:44.4564 |  Info | Program |   Port:                 4499 
2017-10-14 04:34:44.4700 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 04:34:44.4700 |  Info | Program |   FQDN:                      
2017-10-14 04:34:44.4700 |  Info | Program |   Players:                50 
2017-10-14 04:34:44.4895 |  Info | Program |   Announce:            False 
2017-10-14 04:34:44.4895 |  Info | Program | Starting... 
2017-10-14 04:34:44.8839 |  Info | GameServer | Loading resources... 
2017-10-14 04:34:44.9491 |  Info | GameServer | Starting evorp 
2017-10-14 04:34:48.4470 |  Info | GameServer | Resource evorp started. 
2017-10-14 04:34:48.4470 |  Info | Program | Started! Waiting for connections. 
2017-10-14 04:34:49.1038 |  Info | Program | Terminating... 
2017-10-14 04:34:49.1163 |  Info | GameServer | Stopping evorp 
2017-10-14 04:34:49.2347 |  Info | GameServer | Stopped evorp. 
2017-10-14 04:35:51.7799 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:35:51.8411 |  Info | Program |   Interface:         0.0.0.0 
2017-10-14 04:35:51.8472 |  Info | Program |   Port:                 4499 
2017-10-14 04:35:51.8472 |  Info | Program |   Name:      Simple Grand Theft Multiplayer Server 
2017-10-14 04:35:51.8472 |  Info | Program |   FQDN:                      
2017-10-14 04:35:51.8632 |  Info | Program |   Players:                50 
2017-10-14 04:35:51.8632 |  Info | Program |   Announce:            False 
2017-10-14 04:35:51.8632 |  Info | Program | Starting... 
2017-10-14 04:35:52.2806 |  Info | GameServer | Loading resources... 
2017-10-14 04:35:52.3323 |  Info | GameServer | Starting evorp 
2017-10-14 04:35:59.7596 |  Info | Program | Terminating... 
2017-10-14 04:35:59.9593 |  Info | GameServer | Resource evorp started. 
2017-10-14 04:35:59.9593 |  Info | Program | Started! Waiting for connections. 
2017-10-14 04:35:59.9869 |  Info | GameServer | Stopping evorp 
2017-10-14 04:36:00.1078 |  Info | GameServer | Stopped evorp. 
2017-10-14 04:36:13.0138 |  Info | Program | Grand Theft Multiplayer Server v0.1.631.625 
2017-10-14 04:36:13.0725 |  Info | Program |   Interface:         0.0.0.0 
